"Site";"Rio";"Segmento";"Ponto_N";"Bacia";"Trecho";"Habitat";"Data";"Data_txt";"Coleta";"Ponto";"Ref_site";"Especie";"Compr.total_mm";"Compr.padrao_mm";"Altura_mm";"Peso_mg";"Peso_g";"RPC";"Observação.(*)";"Amostra_tipo";"Etiqueta1";"Etiqueta2";"No._Peixe1";"Etiqueta3";"No._Peixe2";"Peso_epp_g";"Peso_úmido_g";"Peso_brânquia_mg";"Fluorescência_rfu_T1";"Fluorescência_rfu_T2";"Fluorescência_rfu_T3";"Fluorescência_rfu_M";"Rodamina_rfu_mg";"Peso_epp_brânquias_g";"Peso_epp_úmido_brânquias_g";"Peso_epp_seco_brânquias_mg";"Peso_úmido_brânquias_mg";"Peso_seco_brânquias_mg";"TH_branquia";"TH_branquia_p";"Peso_epp_músculo_g";"Peso_epp_úmido_músculo_g";"Peso_epp_seco_músculo_mg";"Peso_úmido_músculo_mg";"Peso_seco_músculo_mg";"TH_musculo";"TH_musculo_p";"Proteinas_Totais_mg"
"4-10-XsRB:41";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";21.4;17.7;4.3;98;0.098;0.0137383177570093;NA;"xx";"4-10-XsRB:41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:42";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";22.5;18.2;4.8;109;0.109;0.0145333333333333;NA;"xx";"4-10-XsRB:42";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:43";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";20.8;17.5;4.5;111;0.111;0.0160096153846154;NA;"xx";"4-10-XsRB:43";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:44";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";20.5;16.5;4.2;77;0.077;0.0112682926829268;NA;"xx";"4-10-XsRB:44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:45";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";20.2;17.4;4.2;45;0.045;0.00668316831683168;NA;"xx";"4-10-XsRB:45";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:46";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";26.1;21.6;5.7;196;0.196;0.0225287356321839;NA;"xx";"4-10-XsRB:46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:47";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.2;22.5;6;189;0.189;0.0201063829787234;NA;"xx";"4-10-XsRB:47";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:48";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";21.9;18.5;4.9;102;0.102;0.013972602739726;NA;"xx";"4-10-XsRB:48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:49";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.3;22.8;5.7;189;0.189;0.0193515358361775;NA;"xx";"4-10-XsRB:49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:50";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";18.1;14.8;3.8;59;0.059;0.00977900552486188;NA;"xx";"4-10-XsRB:50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:51";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";17.4;14.5;4.1;43;0.043;0.00741379310344828;NA;"xx";"4-10-XsRB:51";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:52";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";15.2;17.5;3.3;44;0.044;0.00868421052631579;NA;"xx";"4-10-XsRB:52";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-10-1";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";26.5;21.3;6;128;0.128;0.0144905660377358;NA;"th";"AD4-10-1";"AD4-10-1";"1";"AD4-10-1";"1";NA;NA;NA;NA;NA;NA;NA;NA;1.0695;1.0915;1.0701;0.022;6e-04;0.9727272727;97.27272727;1.0506;1.0677;1.0521;0.0171;0.0015;0.9122807018;91.22807018;NA
"AD4-10-2";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax bimaculatus";37.9;31.7;10.4;555;0.555;0.0439313984168865;NA;"th";"AD4-10-2";"AD4-10-2";"2";"AD4-10-2";"2";NA;NA;NA;NA;NA;NA;NA;NA;0.9973;1.0555;0.9992;0.0582;0.0019;0.9673539519;96.73539519;1.0248;1.0671;1.0321;0.0423;0.0073;0.8274231678;82.74231678;61.72
"AD4-10-3";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";30.2;24.1;7.5;264;0.264;0.0262251655629139;NA;"th";"AD4-10-3";"AD4-10-3";"3";"AD4-10-3";"3";NA;NA;NA;NA;NA;NA;NA;NA;1.0507;1.0625;1.0515;0.0118;8e-04;0.9322033898;93.22033898;1.0235;1.0468;1.0281;0.0233;0.0046;0.8025751073;80.25751073;87.71
"AD4-10-4";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";34.1;27.4;7.2;242;0.242;0.0212903225806452;NA;"th";"AD4-10-4";"AD4-10-4";"4";"AD4-10-4";"4";NA;NA;NA;NA;NA;NA;NA;NA;1.039;1.0718;1.0397;0.0328;7e-04;0.9786585366;97.86585366;1.0428;1.099;1.0468;0.0562;0.004;0.9288256228;92.88256228;NA
"AD4-10-5";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";31.3;23.9;6.4;165;0.165;0.015814696485623;NA;"th";"AD4-10-5";"AD4-10-5";"5";"AD4-10-5";"5";NA;NA;NA;NA;NA;NA;NA;NA;1.0415;1.0478;1.0418;0.0063;3e-04;0.9523809524;95.23809524;1.0354;1.0743;1.038;0.0389;0.0026;0.9331619537;93.31619537;NA
"AD4-10-6";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";48;37.7;10.6;705;0.705;0.0440625;NA;"th";"AD4-10-6";"AD4-10-6";"6";"AD4-10-6";"6";NA;NA;NA;NA;NA;NA;NA;NA;1.0632;1.0832;1.0652;0.02;0.002;0.9;90;1.0543;1.0925;1.0594;0.0382;0.0051;0.8664921466;86.64921466;82.16
"AD4-10-7";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";45.2;35;10.1;591;0.591;0.0392256637168142;NA;"th";"AD4-10-7";"AD4-10-7";"7";"AD4-10-7";"7";NA;NA;NA;NA;NA;NA;NA;NA;1.051;1.0735;1.0532;0.0225;0.0022;0.9022222222;90.22222222;1.0418;1.1108;1.0475;0.069;0.0057;0.9173913043;91.73913043;NA
"AD4-10-8";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";30.7;24.3;6.9;188;0.188;0.018371335504886;NA;"th";"AD4-10-8";"AD4-10-8";"8";"AD4-10-8";"8";NA;NA;NA;NA;NA;NA;NA;NA;1.0504;1.0645;1.0512;0.0141;8e-04;0.9432624113;94.32624113;1.069;1.1247;1.0726;0.0557;0.0036;0.9353680431;93.53680431;NA
"AD4-10-9";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";41.8;33.3;9.7;500;0.5;0.0358851674641148;NA;"th";"AD4-10-9";"AD4-10-9";"9";"AD4-10-9";"9";NA;NA;NA;NA;NA;NA;NA;NA;1.0636;1.0954;1.0652;0.0318;0.0016;0.9496855346;94.96855346;NA;NA;NA;NA;NA;NA;NA;86
"AD4-10-10";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";48.9;40;10.3;807;0.807;0.0495092024539877;NA;"th";"AD4-10-10";"AD4-10-10";"10";"AD4-10-10";"10";NA;NA;NA;NA;NA;NA;NA;NA;1.0538;1.0706;1.056;0.0168;0.0022;0.869047619;86.9047619;1.0346;1.0784;1.0465;0.0438;0.0119;0.7283105023;72.83105023;56.35
"AD4-10-11";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";25.7;20.2;6.1;111;0.111;0.0129571984435798;NA;"th";"AD4-10-11";"AD4-10-11";"11";"AD4-10-11";"11";NA;NA;NA;NA;NA;NA;NA;NA;1.0504;1.0603;1.0507;0.0099;3e-04;0.9696969697;96.96969697;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-10-12";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.9;22.1;6.5;176;0.176;0.0182698961937716;NA;"th";"AD4-10-12";"AD4-10-12";"12";"AD4-10-12";"12";NA;NA;NA;NA;NA;NA;NA;NA;1.0334;1.0391;1.0338;0.0057;4e-04;0.9298245614;92.98245614;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-10-X:1";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.9;23.8;6.5;218;0.218;0.0218729096989967;NA;"xx";"AD4-10-X:1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-10-X:2";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.3;23.2;6.3;200;0.2;0.0204778156996587;NA;"xx";"AD4-10-X:2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-10-X:3";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";42.1;32.6;8.7;578;0.578;0.041187648456057;NA;"xx";"AD4-10-X:3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-10-X:4";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";25.8;21.9;6.3;186;0.186;0.0216279069767442;NA;"xx";"AD4-10-X:4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
